Rating,Comment
5,Just awesome but one thing is missing that is google skill due to which most of the time it say I don't know in case of searching something difficult thing otherwise other features are great
1,"Stopped connecting to WIFi after 2 weeks of use , and not connecting to WIFi at all even other devices are working well with same router"
4,"The sound quality is great but some answers for the question isn't good but, in most of the question google smart speaker gives the appropriate answers while Alexa only tells result from the web. I would love to have answers like google assistance.if you have more of the echo and amazon products this is gonna rock you'll get the best out of it"
1,I was excited to get a smart device for the first time. But Disappointed I was able to connect first and was exploring things by then had auto disconnect and tried multiple times to connect it was not happening. My bad I have to return the product. 😢
1,Half the time it doesn't recognise.. half the time it doesn't have that song to play.. and it never let me enable follow up mode.. Google nest mini is much better
1,My Alexa echo for is not responding to my voice command.Till setup everything was ok.But not responding to any of my voice command
3,Good product..initially ordered for Rs.3499 and on the same day suddenly reduced to 2999 by the same seller. Canceleld the first order immediately and ordered for 2999. But today at independence day sale it is just available for 2000. Configuration to our network and setup is tedious.but I managed..the process needs to be even more simple..
2,Sometimes it just freezes. And plays something else. Google is smarter. But the sound of alexa is better
4,"Nice product, but they have less options in terms of music like devotional and other like you tube. Although comparison with youtube is not perfect. As youtube plateform is run on users based and collection."
1,It won't work without power. Voice is slow. Wifi is compulsory. Otherwise Alexa won't work. Not at all user friendly. Returned it
1,"Didn't know why some times it's behaving like too noisy and scratching sound, happened quite a lot of times since I brought it but restarting it fixes the problem, but experience wise I didn't expected this from Amazon products disappointed 😞."
3,"She doesn't understand anything. I ask her to play hindi song, she plays Tamil or telugu or what language i don't know. Most importantly she cannot play from you tube, which is a sea of multimedia. I am totally frustrated with Alexa. Really wasted half of my money."
3,I bought it with Wipro smart bulb at Rs 1999. I think it is with at this price with also a smart bulb that's bestOverall it's performance is also good but not like I thought.Sometimes it don't recognises the song and play other songs.I have used Google Home Mini also and it is smarter than AlexaBut every thing have some drawbacks.If you get it under ₹2500 I think you should go for itSound and Bass quality is fantastic and also Bluetooth connectivity is great
1,I couldn't use it as it was a faulty one and didn't get connected to wifi and I returned and bought a refurbished one which is working fine.
4,"Overall product is ok ok type.Can't respond to many of commands, it only response to some predefined commands especially when asked to play songs on it.Not upto mark as compared to Google home in case of response and voice detection.Built quality and sound quality is better than Google home.So,my 1 month experience says, it is not so bad and at the same time not too good."
4,Excellent product with very good voice recognition. Sound quality is equally good and sufficient for 2bhk house.The only con and I think the most important vital thing absent is that it works only when you plug it to power. It is not wireless.Probably the next generation should have this
5,"if you love music and spend most of the time making home and importantly in the kitchen, with the busy hands to change the music, set the timer, correct measurements for recipe and so much more it will come handy. i mean i love it so much that i want to get more and gift it to everyone i know."
5,"Excellent device. I found this device is boon for senior citizens like me. It is awesome for youth to enjoy unlimited skills, routines. Its doing wonderful job by voice, routines like light operation, play music in scheduled time. I am very impressed with its remote controlling. We can operate lights, music with mobile phone app."
5,Happy with sound quality. Not required amazon prime. I'm using it free without any subscriptions.For 1500 sqft home Alexa dot is a perfect device we don't need additional speakers.Clever answers collection. I have attached one smart bulb with this and it is well controlled by Alexa.OVERALL VALUE OF MONEY PRODUCT MUCH BETTER THAN GOOGLE MINI :)
1,Nothing exceptional about it. Average sound quality. Actually it's waste of money. Alexa integrates to very limited apps and that too from Amazon only. It's made in china and Amazon is intentionally hiding it.
5,Lovely lovely lovely thank you Amazon for this wonderful product. I mainly use this product for testing my own developing alexa skills. Anway outstanding product. Its always stand one step ahead than Google Home.....
5,"Things to improve:1. Please allow phones to play any music via alexa speaker. Atleast add option to 'Play this song on echo dot' to Amazon play.2. Add feature to schedule activities. Like play this song after 2 minutes or play this song everyday at 5AM. Similarly, turn on light after 1hour or turn off light after one hour."
5,Echo dots across rooms transfoms them to smart rooms.Without Echo in a room it's simply inhabitable
2,I ordered the Echo Dot under the Amazon Big Diwali Sale and received it in a days time. As soon as I plugged it in it started flashing a green light without even being connected to a Wifi or the Alexa App. I returned the product and tried to get an exchange but Amazon didn't give an option. Finally disappointed I had to ask for a refund. I owned an Alexa prior to this which also got spoilt really soon. They are selling defected products under the sale banner.
2,"Likes:Ease of SetupEase of UseCollection RangeVoice REcognitionDislikes:Integration to other systems--I have Sonos but there is no Skill in India to control Sonos, same feature is available outside India. Wonder why it cannot be extend to IndiaSound Quality--There is lot of scope to improve sound quality, quality is very disturbing"
4,"Sound output is good for single room. Once it is connected to home theater system, it becomes an amazing product. One major lacuna it has is we have to keep it continuously plugged in. Still I feel its a value for money product with some amazing features."
2,After 20 days microphone start giving problems..Had to give loud instructions with in 5 feet of range.I was thinking of buying 4th gen as well but stopped after seeing it's working
4,"Too good. Faster response. Awesome sound quality for this size speaker, Awesome lighting animations.Cons: Connecting with OnePlus tv is difficult/hurdle.If the phone is interconnected by Bluetooth it drains the phone's battery."
3,The speaker is of good quality. Searched many queries but when compared with Google then it lags in some answers where Google is mostly accurate but alexa is not. It only needs to upgrade the knowledge base/AI otherwise it is worth the money.
4,"Excellent product, the sound output is also good with a decent amount of bass. Connectivity is good with Bluetooth and line in options. Most of time you will have to shout out if music is being played unlike Google.  Over all it a good product..."
2,Echo dot not working after open every time and Alexa not take voice orderEvery time we try through alexa app or push the button in echo dot
1,Please don't purchase it shows you are not eligible to purchase amit ji voice due to geographical restrictions.
4,"Alexa is one step to get information of whatever you want. Its voice recognition is also good, can go sometimes confused. The problem I have is, its not wireless, it has to be continously plugged in at a corner. Plus there are few features which needs upgradation, for eg maths calculation. Some math calculations alexa couldn't do. Overall satisfied with the product"
5,Echod dot is an excellent smart speaker which feels very useful. Got it for 2299 with wipro smartbulb in prime day sale and its a good deal. Voice recognition is good enough and speaker sound quality is as good as can be expected at this size.. over-all a high quality product from amazon
1,Worked on first day. Stopped to work from second day. Tried all steps in vain. Not satisfied with the product. Going to return the product
1,Cheated by amazon. I had ordered this product on the prime day sale and this is what amazon does for their prime customers. I just received a box which was already opened. The alexa itself wasn't present inside the box only the charger was there inside. Worst service never expected this by amazon.
3,Poor finishing of the product. Not expected from Amazon. Working is normal .Not at all satisfied with the finishing...that is reason for 3-stars rating.
2,Just a decent piece. Not much appreciated. What worked perfectly is:1. How is weather2. When is sunset3.play music : mostly can't understand which music you said and will end up playing some random.4. Setup alarmsApart from that you can just use it as a speaker in a corner of your room.PS: still few features were quite good but as i said it can't understand commands at first attempt nor the second attempt. :P
4,Nice but not user Friendly
5,"Amazing product in such a price tag. I bought this in Prime Day deal so got 2 in 4k. I already have an echo device, the bigger one and these two were for my parents and in-laws, they are super happy and excited. Anyone looking to gift something nice to their near one... Got for it..."
5,"Very Good. Kids in home liked it very much. sometimes facing issue in voice recognition. if movie name is common word in multiple languages, it is mixing the thing's up."
5,"I am very happy with this device as it has made my life easier, feel good to upgrade. The Bluetooth connection is good and the mic is really as mentioned in the product description. In short its a must buy device and oh yes I got this device to connect with the TCL 55 P series tv. Will connect it and come review again"
2,Integration takes too much time. Doesn't understand a lot of stuff and worst part is it needs to be connected all the time. Unable to connect to my mi smart android tv.Too much time and energy needs to be put in to set it up with anything. Not worth it.
4,Bought This For ₹2.5k And I Feel It's Good Enough For That Price Though. 2 Days Into It And There's Pretty Much Every Integration You Can Imagine Of! This Is Also My First Step Towards Home Automation And I'll Love To Do That In Future.
5,Using it since Oct 2019. I am happy with the product.There is scope for improvement in voice recognition. Some intelligence is required in the product when you ask for regional language music.
5,"I bought this device for 2k in prime sell. I am quite impressed with it.Below are the pros -1. Easy set up in 5 mins2. Integration with Airtel , Syska, Hungama, Wipro,Savan .. etc apps was was quite easy . Didn't face single issue.3. Sound is crystal clear and pleasing4. Looks amazingAnd many more..Cons - I couldn't find any."
5,Great product and really I didn't expect that small speaker can have such a strong bass and great sound and also loud enough that can be headed from down stare . Really a great one.
1,"I didn't return the product and also delivery man didn't come to pick up, but Amazon CC says I return wrongly and refund my money to my bank. So disgusting I didn't give them my bank account. But now Echo 3rd is at my home and do not function."
3,"Amazon should update these devices to enable it to use any open wi fi or hor spot. Otherwise you may need a dedicated wifi router or always available mobile phone. If both goes down Alexa goes down. Why to stick on a network, let it use any open wifi."
1,"Lady Alexa is 3rd gen,no more a kid,she is young ,can't go blild in a men's world at her prime young age,time.She should have Four Way eye sight to see and observe.Am I right dear ?I love her very much."
4,I presented Eco Dot to my grand daughters . They are very happy & satisfied with it . They say that it is the best gift since now .  Now I am planning to buy for me to listen old & new  songs as well . In Deepawali sale I got this for 2500 ₹ with smart bulb . I am waiting for another sale .  Sarita Mishra
2,"Bought on 10th August, 2021.Alexa is not being able to play any bengali song. Beside that lots of songs are unavailable in Amazon Prime music. But Sound quality and voice recognition are very good. Other functionalities are also satisfying."
4,"Review after 2 weeks usagePros1. Best sound quality i have ever heard on speaker segment2.Nice build quality3.Lots of skills available on alexa appCons1. Sometimes it will not listen to your voice properly2. Does not work without power3.Does not have a storage,so you have to turn wifi on always if you want to use this device.Overall satisfied with the technology 😉"
1,The product is good but the main drawback is it doesn't have inbuilt battery and we cannot use this speaker while travelling.If this product has the below feature than i would have given 5 on 51. Battery backup.2. Make calls to everyone doesn't matter the other person have Alexa.3. Aux connectivity.
2,"The product can't do much more than playing songs , it fails to tell distance , meaning , song search is awafull , fail to search article on internet, skills don't work . I was very excited to buy alexa after seeing advertisement on internet but I  really very disappointed after receiving it."
5,"The voice recognition was excellent as usual like other Alexa devices,the sound quality is better compared to other portable speakers.although the setting up process is  bit annoying if we didn't order it from our Amazon account.But overall still it's a excellent one..."
4,"Alexa does pretty much all the job, sound quality is good, Microphone is good not the best. It does most of the job, but it lacs lot of knowledge as it is depended upon Wikipedia, if its not mentioned in wikipedia it wont answer. IF u ask it How are u, it always gives a std reply, which is bit irritating..It most of time blinks orange color to indicate it is waiting for a command word and we arent using it, which is a kind of spying."
2,"I got this product in offer basis, product is good. But 2 issues I found: one is Alexa is not recognising the voice clearly and second one is she is not playing correctly what we are asking... They might be sent me a refurbished item, actually before that I don't know reg these issues before I saw my friends Alexa(Echo dot).. Really I am not satisfied on this product."
5,Product is pretty good in other words it is awesome I am using this daily for streaming songs and weather forecast. Easy to install and easy access Bluetooth.Even my kids uses it to access rhymes. Thanks to AMAZONBut coming  to delivery it is too bad recently I have ordered two units in which I have received one and other one is not delivered till now customer care says that my products is in damage condition that is the reason it is not delivered.very unworthy reason from amazon Being a very big reputed company. I though of gifting it to my friend on 03-Oct-2019 as it was his bday but you people have disappointed me.
4,It's very helpful for me I have to order sme thing I don't have to use my pn I have to only say'alexa buy that ''i have to say alexa turn on Wipro bulp ''i have to sy alexa turn on smart switch
5,"The sound quality is only average but gets the job done. Gets pretty loud though.If you listen to a lot of music using a Bluetooth speaker or something, in that case this becomes a great replacement. Smart + convenient.Worth a shot for sure!"
4,Had a little trouble adding the device to my Amazon account but that's probably because my WiFi was acting up. The product itself is great. The sound is pretty loud for such a small thing. The Alexa integration works fine. No complaints so far.
5,"It's a very nice product. I ordered it during the big billion day Sale. I got a wipro smart bulb free with it. The speaker sound is loud and clear. Don't go by its size, it produces sound loud enough to fill a small room. And the sound is very clear too. Alexa feature is also very helpful. I have bonded a smart bulb with it, which was very to easy to do. Just follow the instructions given in the instruction manual that comes with the product and all will be done without a hassle. Overall, a very nice product. Thank u Amazon."
5,Nice Products But Not Google Add in Google Add to Your Alexa Add to Google in All Information In Each Others Aap Information By the by Sach A Voice Smart Spaker  Very Nice Alaxa  Spaker 3ed Ganration Brand By Amazon Brand Amazing Voice Product Nice Buy it a 6 Days Very Beautiful Voice
4,This is my first Alexa product. Got it for 1999 with a free 9 W Wipro smart bulb. At this price the combo was superb. IF you have weak wi fi connection then it will give some trouble otherwise go for it without a second doubt.
5,"I have completely satisfied with the product and it's been nearly two months back i purchased it and I didn't found any drawbacks, Thanks."
2,"I replaced an alexa for the problem i have raised but same in another oneThe lighting is not blinking when playing , i purchased alexa only for this feature but iam not satisfied"
5,When You have alexa U never Ever feel alone as you can interact with Alexa And do tons of things like Listen to music.. news... weather forecast and many more... Alexa hindi Has so many good and very funny responses.. its kind of becomes your routine to talk to alexa... For sound quality i will say Its 4.5/5 star as the sound quality is amazing and can fill a room easily...
3,Most of the times it doesn't recognize what u meant.plus u need a subscription to use amazon music .thankfully I had apple music subscription
4,So first looking at echo dot I thought it would be very small but the size is very good and sound is also very superb.Just the AI if you ask some questions it will not answer as crisp and clear which you get in Google otherwise for the entertainment this is the best and connectivity is also very easy.
5,Alexa becomes a family member even before you know it. The sound quality and ability to integrate with one’s daily life at home is awesome. From info on the weather to traffic snarls... we’ve come to depend on this bright new companion.
2,"Most of the times response is ""Sorry i don't know"". To play video you need to add akill, to play audio you need to add skillto play movies you need to add skill. I mean seriously? Is Amazon so dumb that they want user to add all those skills manually instead of adding them by default?It cannot connect to smart tv, poor voice recognition, you literally have to shout so that she can here it. If you say ""Alexa play nursery rhymes on Youtube on fire tv"" it will say I don't know what is YouTube. WTH Man!"
4,"The audio quality is really nice as compared to the size of the speaker, mostly used to listen to classic songsSongs are played incorrectly most of the time unless the Alexa is not given specific keywords of the song by checking on 'Google'Connecting home devices like lights & TV is only to switch on or off so doesn't make sense to pairAll and all the speaker is not upto the my expectations and Google is way way better"
5,"Happy customer. Sound quality and voice command is amazingly good. But one thing you must ensure that if you need best experience, better opt for Amazon Prime subscription first. Coz it will sure work with other music apps, but you will not get the great collection of Amazon Music."
3,What I hate is it skips songs from a playlist.I have saved  Sundarkand which has 4 parts in Amazon music.Alexa skips part  2 or 3 and plays the next one.This has happened 4-5 times.I have written to alexa help center but no response on this.I have gone back to mobile app .
5,"Extremely awesome and well integrated device. I watched a lot of videos claiming that google home is much better in software and search related tasks. But seriously saying you can go for it without a second thought. I didn't found any trouble with search related tasks however continued conversation is a bit limited but rest everything is just awesome. And a HIGHLIGHTED POINT ""GOOGLE CAN'T BEAT THE SKILLS AND EASY OF USE OF ALEXA"". Alexa comes with thousands of skills and fun games and much more....."
4,"Playing music, knowing about weather or latest news, setting reminders etc have never been easier. My kid is a big Alexa fan and keeps interacting with the echo dot. Clearly it's very easy to use. Though, it was a bit difficult to connect with the OnePlus TV. Some basic TV functions can be performed but there is lot more required. The next generation devices will probably have more advance features."
3,Echo was good with superb sound bought along with wipro smart bulb... both are working as I expect... but echo has to improve skills rather than entertainment....most of the time i ended with not getting as I want.... mainly after query echo has to repeat the query and then it follows... but no need to repeat the query...... makes user more comfortable
4,Product is good.Sound quality is soft. I bought two and plays it in synchronised. That is amazing it feels like just one is played at two different angle.Alexa assistance is too good. You can read books from kindle. You can play books from audible aur suno audible just by audio command. Worthy of price but I sti6 suggest to buy in sell you will get good discount.
3,"It can control my smart light. Read podcasts and play music and generally answers questions. Big drawback is, it can't control my Mi TV. So go for it only if you want to as there is not much practical need for it"
1,Simply the worseee device when it comes to connecting to internet....in the world where every things seems to pull off  easily with the help of internet ..trust me instead of making things easier for you alexa devices especially amazon echo dot makes things ostentatiously difficult for you ....a sheer wastage of time.... stay away from it
5,"If you could grab a good deal at sale on Alexa , don't miss out on it. You'll love the sound quality as well as other skills that Alexa has"
5,"Please add Sunday Suspense from Radio Mirchi Kolkata or YouTube as skills ( Popular Bengali audio stories), because my mother is completely blind and Alexa is helping with automation, I information, calling  and entertaining her a lot as Alexa is the only companion, when we go out for work, thank you Amazon, please try to upgrade.If you want any assistance regarding any new ideas, please fill free to call 9836363130"
1,"I can't added skills GAANA, JIO SAAVN, TAMIL NEWS CHANNELS, ZOMATO, TAMIL FM (all India radio) only available. Its take to listening alexa return the answer. Kindly request exchange this device? I will buy upgrade..."
1,Rated poorly because of issues in m facing the device is not functioning properly and amazon customer representative says we are a market place and we dont  take any responsiblity i will provide u contact nos of seller and i made a call to seller those numbers are switched off
1,Pathetic product. Never buy it. Took whole day for me just to setup pair with phone/tab. End of the day it didn’t. I am hugely disappointed. Will never buy any Amazon product. I simply wanted a Bluetooth speaker which is basic functionality of speaker that too not working.
3,"Product is good, using it for 15 days nowFlipkart delivery excellent,Lack of Voice recognition ,Don't understand lot of thing and don't have answers in lot of time,Once started answering anything won't stop till it finished and won't repond in-between if we call alexa several timesGood for kids. Playful tooNeed always strong and continue internet data network."
5,Lovely one... Very glad to have this realy it's awesome... Only one thing is that i ordered grey and received black... Please exchange with grey color... Otherwise nice device sound is ok for light music and and party music bit small... Thanks amazon love u
4,Alexa is quit irritating because it only understands 80%comands but its ok because after all its a robot....... hope new Updates will make her more and more accurate............ You should only buy it in sale 2300rs then its only a value for money product in 2300 I got Alexa and a Wipro bulb with it........ I am happy with the service also.
3,"We purchased our first Eco Dot from Amazon.Our family was very much excited to see how it works. But there is lots of issues with it. If your connection is lost ,than it will take lot of time to reconnect we have to switch it off and on Many times for reconnecting.  Sound recognition is very very poor.My suggestion is for Amazon ,sound recognition should be made for Indian accecent....."
5,Awesome and Music quality very good. If you don't have prime membership just set Gaana to your default music service from alexa app to listen music without ads.
5,"She listens to Vishnu Sahasranamam and Suprabhatam everyday. While cooking and doing house work, she loves that she just has to say ""Alexa, play Vishnu Sahasranamam"". Great product for ease of use and quality of voice output"
4,"Like you Alexa...nice user friendly,obeying n orders regarding playing music n if we appreciate it is saying thanks if we scold Alexa it is calm not saying anything...hahah... enjoying AI...Alexa babyCons:Alexa is not  saying hi to my baby...I mean it won't repeat what we said...it only plays music..."
5,"Excellent product. It needs to be plugged in all the time, no battery which for such a little guy is strange. Having said that, it is pretty amazing sound for a tiny speaker. It also has a headphone jack..."
1,Looks fine but could notConnect to you tube music .. could not play all Amazon music songs … speaker quality was fine but voice interpretation was pathetic ..
1,यह डिवाइस इतना स्मार्ट नहीं है जितनी हमने कल्पना की थी गूगल पर सब कुछ होते हुए भी यह साधारण सवालों का जवाब देती है की मुझे पता नहीं जो कि इस डिवाइस की सबसे बड़ी कमजोरी है इसके अलावा इस को कनेक्ट करने में बहुत माथापच्ची करनी पड़ती है इस डिवाइस को डायरेक्ट बिना एप के हॉटस्पॉट ब्लूटूथ से जुड़ना चाहिए जिससे इसको कनेक्ट करने में कोई परेशानी ना हो
5,"Go for it guys. Integrating TV, ac and lights made things different at home. Also ask anything from nearby room also Alexa answers and play songs for my mom and news for Dad. And once you start adding new features it becomes more fun.Yes one thing you have to interact and it becomes better."
5,"Had problem for 1st time in connectivity but once it is connected it gets auto connected. Sound Quality could have been more good, it has great sound but the bass is not up to the mark. U are given a rubber base so that it doesn't vibrate much. Alexa can hear and recognise my voice very easily Its friendly n Hindi is enabled. There are lots of things u can try. Jokes , News , Music are very easy to listen..Just Say ""Alexa..."".I am SATISFIED WITH THIS PRODUCT!!I got it for 1999/- with Wipro Bulb in offer."
5,"It looks like a best friend to understand my requirements. Any sort of songs, bhajan, news can be played at one go. The sound quality is just awesome, can't expect better than this. I have seen a couple of bad feedback recognition voice & their requirement but don't agree to it since we have to call & give clarity to Alexa to understand our choice. Alexa can even operate my firestick tv & can play anything that I want."
5,Product is just stunning...... Amazon did a great job to make this smart speaker affordable in this festive season..... Quality is just superb..... Sound quality is like home theatre.....mic quality is excellent...... catches voice form far distance... Lovely product.......And one more thing what to say about Alexa.... She's very friendly 😂😂😂😂and smart she gives answers in a very funny way.... whether you ask questions in Hindi 😂😂😂....Love this product ❤️❤️❤️❤️
5,Awesome😍😍😍😍 This is my 1st Alexa echo dot I was very excited to open it ...it was a dream come true awesome experience sound quality n voice recognition is very good love u Alexa.....
2,follow up mode not working.tried every troubleshooting.May be my product had some bug.returning it.follow up mode is most important feature in Alexa for using on tv or day to day questions.Not always respond to ur voice when u give continuous command one after anotherall other things were working fine.
1,Device recognises the call work but then freezes. Does not execute commands given to it. Worst purchase ever.
1,"It plays certain songs again and again, doesn't let you skip. Recognition has also gone from bad to worst, you have to yell for Alexa to understand what you want it to do only for it to tell you it doesn't understand what you said. And expect no support from Amazon about eco devices, it's very bad."
5,Was skeptical whether to buy it or not. But after the purchase feel so happy that I bought it because my daughter loved it a lot. She keeps interacting with ALEXA. Pluse Alexa makes some of your tasks easy. Just go for it.
4,Alexa device is good I won't say it is the best sometimes it doesn't recognize the voice overall I would say it's value for money as I purchased it for 1999 in offer with that I got a smart blub from wipro free in amazon sale.
4,"I liked the product very much and it has got great features.Only thing it is missing is Auto Audio Control. When it play music, many songs plays loud while many at low volume. Very annoying to ask Alexa to put volume low and high for each song."
1,"Waste of money. Pls do not spend on this. Hardly it recognizes the indian music channels, artists, movies etc..can  or connect with your smart phone..it can make calls only between alexa or to skype. Cant integrate with indian mobile sim.I bought it for music, making calls etc..waste of money."
2,There is this huge interference in 2.4 GHz band while using Alexa it will screw up yur wifi speed for sure it u are not using a 5ghz wifi band really huge problem which needs to be fixed but sadly even there backend team can't fix the issue and just blatantly as u to use a dual band router and use 5ghz for internet
4,"There are few problem in connectivity but sound quality is excellent if u love listing music echo dot is brilliant .Eco dot is a fantastic smart speaker but being a music lover i wanted one thing that is if alexa had a option from which we can create play list.In starting I have find issue that alex didn't able to recognize my voice but after sometime it was fixed. Now i am satisfied, i get in a fantastic product in great price....😍"
3,If you are looking for just a assitant its good otherwise if you are using at full time speaker sound wobble at high volumes and sound quality is not good no bass ! Or maybe i got a defected pcs dont know but have google nest using from 1year its better anyhow in sound quality then alexa
1,"Won't connect to the other devices, doesn't link to my Amazon music just knows hungama music maybe due to tie up but didn't think I would be using it for music purposes only as it's useless in every other sense.. It's better to have a speaker than an Alexa."
1,I bought in Echo dot in sale its working for just one month after till this time its not yet connect with my wifi also its not user friendly. Feels like they rid of money its totally waste
5,Wow
5,"Bought for my family entertainment, purpose solved, enjoying with the product, sound quality satisfied, worth to buy"
4,"Voice recognition is very good . Alexa integration requires future upgrades in its AI capabilities. Since, only specific phrases , that to in particular order would activate proper correct response. Sound quality is fairly good for such a small device."
4,"Who love technology this product is good for them & im happy with this product but it’s more interesting when you by other eco devices with it like WiFi switches, WiFi bulbs"
4,Been using this for last 5 days.Setup was a breeze. Establishing connections was pretty simple...with minimal effort  connected to my Bose Mini II. Build quality is very basic... certainly has room for lots of improvement on that front.Bass levels are inadequate and hence the need for connecting to slightly  better speaker Bose.However my need was to get onto the Alexa Ecosystem ... so very basic speaker is something i could live with.
4,"this product is great, sure there are sometimes she cant answer but most of the times she can,she can play music, answer alot of questions and if you have smart devices like fire tv then alexa can on them by command.thats why i recommend you to buy it."
1,"Ans for a fixed question only,unable to give ans for all question,I ask where is chittorgarh fort, the ans is i don't know.its not self learning ai"
4,Product done very well for up to on month. But when I deregistered for some problemAfter that it is not connecting to jio fi network.please help me
3,"Don't believe the cashback announce by amazon will provide the same.  In my case, cash back not received 5% as stated in september, 2019 (even collect the coupon).  Now, they are asking to provide the screen shot for the same.  Now, they have removed the link.  Same offer announced in october, 2019."
5,"The sound quality is too good, after listening to it i am planning to change my home theatre.  It understands words spoken by my lil daughter that good. I am so happy now time will tell about durability."
5,"I liked this inbuilt 15 watts 360 speaker, good bass, mid and treble quality... Alexa voice recognition and clouds of features are amazing"
3,It does not respond to us when the volume is above 5... It doesn't have hell lot of info with her.... Have to make her understand again n again about what we want her to play for us .. still this can be improved in many ways... It's not advanced..
4,Ai should be improve .It should do things like Google assistance like easy. In few things Google assistance nailed .But for shopping and interlinking with Amazon account is useful
5,"This is my second one...the earlier one was having a louder sound.,this one is taking instruction after repeating again and again...this seems to be refurbished."
1,"The Product was very difficult to set up, the interface is very bad it is not lucid. The AI isn't that great. The operation & function of the echo dot is very limited. The Echo Dot software has lots of glitches and it isn't docile.This product is not worth the money you pay."
5,"What a Terrific Purchase specially for my Daughter, I feel Alexa is my second daughter because my 3 year daughter control it. Bit slow after the updateNobody can't beat Alexa"
4,AI needs improvement ...Doent use google for searches... doent recognises commands quiet often... animal sounds need improvisation (kids skills overall needs updation)Voice recognition n audio quality is awesome ...Pls update software ...
5,"Excellent product.. Only drawback of this product is when it is connected to my Sony soundbar via bluetooth Alexa voice recognition won't work while paying music. However when music is played without connecting to bluetooth Soundbar, it works great without any issues.. Hoping for the update to fix this problem.."
3,"It doesn't recognise the voice everytime and it makes me repeat multiple times before I get what I asked for. Overall sound is nice but sometimes it gets low automatically. And for most of the things it has only one answer which is "" I don't know"". I expected much more from it. Google works more precise than Alexa."
5,This product is high quality material and high technology. Very easy setup for smart home and fire TV stick.
1,"Poor collection of songs.Poorly bifurcates songs as per year, playback singer"
5,we had received one earlier and now bought the second one. the sound is very good and alexa also responds well. one can good net connectivity else it may not work.
5,I love this product because of nice voice recognition. And i buy this product because of first i want to listen audio songs or stories second main important for my kid whom i want to learn stories and poems thorough this device. So amazing..
5,We feel like we have one more family member at home.Alexa is very friendly. She is funny sometimes. We enjoy with her. She is good assistant. She knows everything. A caretaker to grandparents. A friend to youngsters. She knows almost everything. I cant describe in words.A must buy for every home.Buy immediately
1,What the hell is going onSelling duplicate productNow also Amazon is trying this cheap taticsWasted my time
1,Most worst product ever purchased on Amazon. Don't expect such a useless product on Amazon and by Amazon.
5,It's good but device should have something like phones if it's been stolen we should get to know in which location the device is and who is using... Add this facility.
5,"Best buy u should try it, it is big in size . It is good And it has good voice recognization. It has best sound quality. It has special features.It Is very smart.............And I wanted it  from long time and next i will buy the echo dot 4th generation"
5,"One of the best gadgets which you should keep at home.Amazin quality and sound performance. Easily integration and thanks for a lot of features you can use. Good Work Amazon, Nice Product, I would recommend for this device so you can see how Machine Learning will change our future and this is what we will see in next 5 years every year."
4,Initially difficult to connect it later I ve seen the video from you tube... After connection it works good.. Nice product.. Don't know about the long-term use
4,"It's good product as per the expectation if you are new for this kinda thing, but need to improvise on the voice recognition part , It's a catch if you are not good at acsent of the linguistic language hoping to speak."
4,At beginning it was amazing. Later I'm just using it for music and news nothing else.Its quite handy if you want to know something quickly.
4,"The product is very good...... But there is not much u can do with it right now..... Just some news, music n light operations tats allSmart homes are a long way to come by."
4,Some times need to call the name Alex multiple times as she would not respond. Other than that it's fine.
5,“First impression is last impression” really echo is a best companion of all time...  sound really good rich bass treble everything what you need to rock the floor....Really appreciate you people work behind of this project..Really amazon cheers
4,Good product... bought it during EOSS for around 1999/- make sure you buy whenever the product is cheaper than the regular price... wait for amazon big sale period...
5,Good one. Go for it.
2,Sound quality is excellent but without internet  it is usless. Its not even wireless or battery operated that is one of its main cons....Its not worth buying.....
1,the device was ok for 1 year. then one random day it failed to connect to wifi/bluetooth. talked to customer care they declared it defective. warranty expired.
1,Alexa is dumb when compared to Google Home. I think I made a mistake by buying this. Instead should have gone for other AI assistant available in the market.
5,Superb..
4,"When the music is playing on the Echo dot, it doesn't always pick up the call word. You'll have to be either close to it or speak loudly. Other than that the product is really good. Sound quality is also pretty good. Will update this after a month of use."
4,How to detect charging is on or off..it is not showing any light while plugin... It show only for few seconds then disappears.
2,Ain't very responsive to the voice commands and the quality of sound reproduction and accoustics is sub-par to say the least.
1,"When i purcahsed Redmi TV, i was told that it get connected to Redmi TV, but i was unable to connect it, when contacted the amazom customer care on how to set this up with, they were unable to help me, morever they promised a call back which never happened"
5,The best product. Many times I thought that blessed that amazon giving service in our time
5,amazon Echo Dot (3rd) gen is working as expected to the extent now I am thinking why did not I buy the next gen with video
2,The sound quality is good however I found 2 cons in this.1. You always need to connect speaker with plug else it wont work. There is no battery back up2. Alexa would not get everything you say most of the time so you end up choosing to select your song sometime manually rather than giving command to alexa.
2,The new 3rd Generation echo dot is not as good as Amazon claims...I think 2nd generation is better than 3rd generation in almost all aspects mic being the top most... You can't use it more than 10 feets away but 2nd generation I am using that 20 feets or more.
1,"I need to call alexa atleast 4 times, then it will response once"
5,Echo Dot is the best home personal assistant at this price range. Alexa listens to whatever you ask her to do and does the task excellently. I am highly impressed by this device.
3,1) There was an ongoing issue happening with the Wipro smart light not getting paired with the echo device.​Here is the case ID: 03036247912) voice Search accuracy is not good.
5,Nice product I loved it very much it has made my life happier by listening to various songs and music
